Nomor Identitias,Nama Stasiun,Merek Mesin,Jenis Pengisian,Status Instalasi,Harga Pengisian (Rp),Harga Layanan (Rp),Daya,Jumlah Nozzle,Arus Maksimal,Peralatan Catu Daya Listrik,Sistem Kontrol Arus Mesin,Sistem Kontrol Tegangan Mesin,Sistem Kontrol Komunikasi Mesin,Sistem Keamanan Mesin,GPS,Panjang Mesin (Cm),Lebar Mesin (Cm),Tinggi Mesin (Cm),Berat Mesin (Kg),Panjang Nozzle (Cm),Lebar Nozzle (Cm),Tinggi Nozzle (Cm),Diameter Nozzle (Cm)
01.POSO.00.3277.003,SPKLU PLN UP3 CIMAHI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3209.008,SPKLU PLN UP3 CIREBON,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3209.009,SPKLU PLN UP3 CIREBON,EV POWER,Ultra Fast Charging,Beroperasi,2466.78,0,120000,2,250,Ada,Ada,Ada,Ada,Ada,Ada,75,63,180,300,5,4,15,4
01.POSO.00.3276.008,SPKLU PLN UP3 DEPOK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3276.009,SPKLU PLN UP3 DEPOK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3276.010,SPKLU PLN UP3 DEPOK,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3201.018,SPKLU PLN UP3 GUNUNG PUTRI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3212.004,SPKLU PLN UP3 INDRAMAYU,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3215.004,SPKLU PLN UP3 KARAWANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.008,SPKLU PLN UP3 MAJALAYA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3272.003,SPKLU PLN UP3 SUKABUMI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3272.004,SPKLU PLN UP3 SUKABUMI,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3211.003,SPKLU PLN UP3 SUMEDANG,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3211.004,SPKLU PLN UP3 SUMEDANG,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,2,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3278.005,SPKLU PLN UP3 TASIKMALAYA,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3278.006,SPKLU PLN UP3 TASIKMALAYA,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3273.022,SPKLU POLDA JABAR,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3215.005,SPKLU RESINDA PARK MALL,PROTEKSINDO,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3213.002,SPKLU REST AREA KM 101 B RUAS CIPALI (SC),DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3213.003,SPKLU REST AREA KM 101 B RUAS CIPALI (UFC),DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3213.004,SPKLU REST AREA KM 102 A Tol Cikampek-Palimanan,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3213.005,SPKLU REST AREA KM 102 A Tol Cikampek-Palimanan,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3277.004,SPKLU REST AREA KM 125 B RUAS PADALARANG - CILEUNYI,EV POWER,Ultra Fast Charging,Beroperasi,2466.78,0,120000,2,250,Ada,Ada,Ada,Ada,Ada,Ada,75,63,180,300,5,4,15,4
01.POSO.00.3212.005,SPKLU REST AREA KM 130 A RUAS CIPALI,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3212.006,SPKLU REST AREA KM 130 A RUAS CIPALI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3212.007,SPKLU REST AREA KM 130 A RUAS CIPALI,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3212.008,SPKLU REST AREA KM 130 A RUAS CIPALI,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3212.009,SPKLU REST AREA KM 130 B RUAS CIPALI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3212.010,SPKLU REST AREA KM 130 B RUAS CIPALI,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3212.011,SPKLU REST AREA KM 130 B RUAS CIPALI,PROTEKSINDO,Ultra Fast Charging,Beroperasi,2466.78,0,82000,3,150,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3273.023,SPKLU REST AREA KM 147 A RUAS PADALARANG - CILEUNYI,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,2,80,Ada,Ada,Ada,Ada,Ada,Ada,90,25,60,102,45,2,15,2
01.POSO.00.3204.009,SPKLU REST AREA KM 149 B RUAS PADALARANG - CILEUNYI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3204.010,SPKLU REST AREA KM 149 B RUAS PADALARANG - CILEUNYI,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3204.011,SPKLU REST AREA KM 149 B RUAS PADALARANG - CILEUNYI,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3210.004,SPKLU REST AREA KM 164 B Tol Cikampek-Palimanan,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3210.005,SPKLU REST AREA KM 164 B Tol Cikampek-Palimanan,PROTEKSINDO,Ultra Fast Charging,Beroperasi,2466.78,0,82000,3,150,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3210.006,SPKLU REST AREA KM 166 A Tol Cikampek-Palimanan,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3210.007,SPKLU REST AREA KM 166 A Tol Cikampek-Palimanan,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3275.015,SPKLU REST AREA KM 19 A RUAS JAKARTA - CIKAMPEK,PROTEKSINDO,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3275.016,SPKLU REST AREA KM 19 A RUAS JAKARTA - CIKAMPEK,PHIHONG,Fast Charging,Beroperasi,2466.78,0,30000,2,60,Ada,Ada,Ada,Ada,Ada,Ada,61,23,69,80,4,4,15,4
01.POSO.00.3216.010,SPKLU REST AREA KM 19 B RUAS JAKARTA - CIKAMPEK,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3216.011,SPKLU REST AREA KM 19 B RUAS JAKARTA - CIKAMPEK,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3209.010,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3209.011,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3209.012,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3209.013,SPKLU REST AREA KM 228 A RUAS KANCI - PEJAGAN,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3209.014,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3209.015,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,DELTA,Fast Charging,Beroperasi,2466.78,0,25000,1,40,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3209.016,SPKLU REST AREA KM 229 B RUAS KANCI - PEJAGAN,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3216.012,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.013,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3216.014,SPKLU REST AREA KM 39 A RUAS JAKARTA - CIKAMPEK,ABB,Fast Charging,Beroperasi,2466.78,0,50000,2,125,Ada,Ada,Ada,Ada,Ada,Ada,56.5,78,190,325,39,4,15,4
01.POSO.00.3215.006,SPKLU REST AREA KM 42 B RUAS JAKARTA - CIKAMPEK,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.008,SPKLU REST AREA KM 72 B RUAS CIKAMPEK - PADALARANG,AUTEL MAXI,Fast Charging,Beroperasi,2466.78,0,47000,2,123.6842105,Ada,Ada,Ada,Ada,Ada,Ada,30,15,140,50,5,4,15,4
01.POSO.00.3213.006,SPKLU REST AREA KM 86 A RUAS CIKAMPEK - PALIMANAN,DELTA,Fast Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3213.007,SPKLU REST AREA KM 86 A RUAS CIKAMPEK - PALIMANAN,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,2,80,Ada,Ada,Ada,Ada,Ada,Ada,90,25,60,102,45,2,15,2
01.POSO.00.3214.009,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3214.010,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.011,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.012,SPKLU REST AREA KM 88 A RUAS CIPULARANG,DELTA,Slow Charging,Beroperasi,2466.78,0,7400,1,32,Ada,Ada,Ada,Ada,Ada,Ada,36.3,13.6,31.8,4.4,45,2,15,2
01.POSO.00.3214.013,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,300,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3214.014,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.015,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3214.016,SPKLU REST AREA KM 88 B RUAS CIPULARANG,DELTA,Fast Charging,Beroperasi,2466.78,0,50000,2,80,Ada,Ada,Ada,Ada,Ada,Ada,90,25,60,102,45,2,15,2
01.POSO.00.3214.017,SPKLU REST AREA KM 88 B RUAS CIPULARANG,PROTEKSINDO,Ultra Fast Charging,Beroperasi,2466.78,0,82000,3,150,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3216.015,SPKLU SAKURA HARVEST CITY,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3272.005,SPKLU SEKDA SUKABUMI,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3218.003,SPKLU The Allure Villas Pangandaran,DELTA,Medium Charging,Beroperasi,2466.78,0,22000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.POSO.00.3215.017,SPKLU PLN Festive Walk Mall,Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
01.POSO.00.3215.018,SPKLU PLN Festive Walk Mall,Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
01.POSO.00.3214.018,SPKLU PLN GEDUNG SERBAGUNA UP3 PURWAKARTA,Chargecore AC-22,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
01.POSO.00.3206.004,SPKLU PLN HOTEL AMARIS,Delta AC Max,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,400,2,15,2
01.POSO.00.3218.005,SPKLU PLN HOTEL GRAND PALMA PANGANDARAN,Delta AC Max,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,400,2,15,2
01.POSO.00.3202.010,SPKLU PLN HOTEL LASKA CILETUH PELABUHAN RATU,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
01.POSO.00.3217.007,SPKLU PLN HOTEL NOVENA,Teison 22 KW,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
01.POSO.00.3205.014,SPKLU PLN HOTEL SANTIKA GARUT,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,23000,1,32,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,400,2,15,2
,Wisma Mulia 7 kW AC Charger 1,DELTA,Medium Charging,Beroperasi,2467,0,7700,1,16,AC,ADA,ADA,OCPP 1.6J,Ada,Tidak Ada,31.8,13.6,36.3,4.4,20.5,7,9,7
01.POSO.00.3578.012,SPKLU PLN ULP Embong Wungu,Delta DC Wallbox,Medium Charging,Beroperasi,2466.78,0,25000,2,65.78947368,Ada,Ada,Ada,Ada,Ada,Ada,68,23,43,43,45,2,15,2
01.POSO.00.3512.001,SPKLU PLN UP3 Situbondo,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3512.002,SPKLU PLN UP3 Situbondo,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3512.003,SPKLU PLN UP3 Situbondo,Signet FC200K - 200 kW,Ultra Fast Charging,Beroperasi,2466.78,0,200000,2,526.3157895,Ada,Ada,Ada,Ada,Ada,Ada,59,80,150,350,45,4,15,4
01.POSO.00.3510.001,SPKLU PLN UP3 Banyuwangi,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.PPOO.00.3578.013,SPKLU PT PJB,Mobi AC Stand,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,21.8,16.7,37.1,3.8,450,2,12,2
01.PPOO.00.3578.014,SPKLU PT PJB,PHIHONG DC Free Standing,Fast Charging,Beroperasi,2466.78,0,60000,2,157.8947368,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.POSO.00.3509.001,SPKLU PLN UP3 JEMBER,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3575.001,SPKLU PLN UP3 PASURUAN,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3575.002,SPKLU PLN UP3 PASURUAN,PHIHONG DC Wall Mount,Fast Charging,Beroperasi,2466.78,0,30000,2,78.94736842,Ada,Ada,Ada,Ada,Ada,Ada,61,23,69,80,4,4,15,4
01.PPOO.00.3578.015,Resto Ayam Goreng Gringging Lombok,Proteksindo DC EVDX-60,Fast Charging,Beroperasi,2466.78,0,60000,3,157.8947368,Ada,Ada,Ada,Ada,Ada,Ada,70,33,180,235,5,4,15,4
01.POSO.00.3510.002,SPKLU Rest Area Grand New Watudodol,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3510.003,SPKLU Rest Area Grand New Watudodol,PHIHONG DC Wall Mount,Fast Charging,Beroperasi,2466.78,0,30000,2,78.94736842,Ada,Ada,Ada,Ada,Ada,Ada,61,23,69,80,4,4,15,4
01.POSO.00.3525.001,SPKLU PLN UP3 GRESIK,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3525.002,SPKLU PLN UP3 GRESIK,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3571.001,SPKLU PLN UP3 KEDIRI,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3576.001,SPKLU PLN UP3 MOJOKERTO,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3576.002,SPKLU PLN UP3 MOJOKERTO,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3528.001,SPKLU PLN UP3 PAMEKASAN,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3528.002,SPKLU PLN UP3 PAMEKASAN,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3523.001,SPKLU PLN ULP TUBAN,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3523.002,SPKLU PLN ULP TUBAN,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3529.001,SPKLU PLN ULP SUMENEP,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3529.002,SPKLU PLN ULP SUMENEP,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3504.001,SPKLU PLN ULP TULUNGAGUNG,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3504.002,SPKLU PLN ULP TULUNGAGUNG,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3502.001,SPKLU PLN UP3 PONOROGO,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3502.002,SPKLU PLN UP3 PONOROGO,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3511.001,SPKLU PLN ULP BONDOWOSO,Proteksindo AC-22,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,28,19,163,5,4,2,15,2
01.POSO.00.3511.002,SPKLU PLN ULP BONDOWOSO,Proteksindo DC EVDX-40,Fast Charging,Beroperasi,2466.78,0,40000,2,105.2631579,Ada,Ada,Ada,Ada,Ada,Ada,92.3,75,188.5,200,5,4,15,4
01.POSO.00.3518.001,SPKLU PLN ULP KERTOSONO,Autel MaxiCharger AC Wallbox,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,26,12.5,39,4,5,2,15,2
01.POSO.00.3518.002,SPKLU PLN ULP KERTOSONO,Autel MaxiCharger DC Compact,Fast Charging,Beroperasi,2466.78,0,47000,2,123.6842105,Ada,Ada,Ada,Ada,Ada,Ada,30,15,140,50,5,4,15,4
01.POSO.00.3522.001,SPKLU PLN UP3 BOJONEGORO,Autel MaxiCharger AC Wallbox,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,26,12.5,39,4,5,2,15,2
01.POSO.00.3522.002,SPKLU PLN UP3 BOJONEGORO,Autel MaxiCharger DC Compact,Fast Charging,Beroperasi,2466.78,0,47000,2,123.6842105,Ada,Ada,Ada,Ada,Ada,Ada,30,15,140,50,5,4,15,4
01.POSO.00.3573.005,SPKLU Kantor Imigrasi Kelas I TPI Malang,Delta - AC Mini Plus,Slow Charging,Beroperasi,2466.78,0,7700,1,20.26315789,Ada,Ada,Ada,Ada,Ada,Ada,38,14,31.3,3.7,45,2,15,2
01.POSO.00.3508.001,SPKLU PLN ULP LUMAJANG,Autel MaxiCharger AC Wallbox,Medium Charging,Beroperasi,2466.78,0,22000,1,57.89473684,Ada,Ada,Ada,Ada,Ada,Ada,26,12.5,39,4,5,2,15,2
01.POSO.00.3508.002,SPKLU PLN ULP LUMAJANG,Autel MaxiCharger DC Compact,Fast Charging,Beroperasi,2466.78,0,47000,2,123.6842105,Ada,Ada,Ada,Ada,Ada,Ada,30,15,140,50,5,4,15,4
